Database;Author;Year;Journal;Article Title;Keyword Found;Link to pdf;Is it a revelvant academic journal paper?;Reason;Is it not a duplicate?;Reason;Is it still relevant after reading At & KW & C?;Reason;Is it still relevant after reading the whole article?;Reason;Description
Google Scholar;Debauche, O et al.;2020;Procedia Computer Science;Edge computing and artificial intelligence semantically driven. application to a climatic enclosure;Edge, Artificial Intelligence;https://pdf.sciencedirectassets.com/280203/1-s2.0-S1877050920X00135/1-s2.0-S1877050920317774/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBcaCXVzLWVhc3QtMSJIMEYCIQDpw%2F9Y%2FbHVoLZaO7nsUQa9%2BF6V%2BGv6hYtYXn5NTqnvogIhAIMv0aq39mFZsLiusyVmNXBjJzN8G1JUgAPGHnHhbLOyKrQDCGAQAxoMMDU5MDAzNTQ2ODY1Igx9XE%2FWUhw%2Fvkq2TPYqkQP6JVLEuTM4l2dxOyTZ6AR7sWE0iE2lZzSsNOFGLprDOC%2By%2BPLQRjGP8Sr3YsqNw0iTa5uySGOsbscr8jfOMiNHqaZMjWCZJKt8hngS%2FAYy5oSeM7WmjJyFwsZplthzRYj8ZuDivlYKt8p8yEXIBjhCVeZn4SBhl1T3Wi81tnSwNFhBZm%2B7XZMjro1Mxcs%2BCSVYgFnzuyNLdeKSlxQiUkYesD763kgSmr1mII4KvK5WiNPlVytkczEf0ioxEQu61DmekJrkMaNo3a%2BDWBgO4dUbEEGJd0HoiB3fmjJkzITPAoTumKeeXE3sOf98xuF1TVtH7nf%2BU7zWVbp%2F0Htj2c5nEM%2F%2FdWcvZAF3PcbxwwJ6kXQJR0asKePD3o5zQ95fnmIiGhwg4Wr0hgpWY16UlyzXcLGG%2BOoOI%2BBjLY6IsBENjKf5reUcC52AZOKJm%2FL0RNZ%2Bbl7anLq7Y6N9bRPt2AdhE0%2B%2FJaUE23oGNbMBaUzdWAJHGFw96gHR71fZl9G2zJAozAUkL5KWsYsHtk6Ueuz0XTDz7bv8BTrqAb%2FGHbzEIYbm66X10dqXgwSnYyfej0aY%2FnIZjijnI7zMe6Ekkahlssd3hE4T28c2Yg5bQfN0qhLdhWGCorbEnGUTXB4OTkC%2Fn%2F4Z682BaVWcagRuGBozVRldXYDFLr1Zmtg%2B08yesWYss86fNUGuys9gyWJjw0HFeJCHPWtdNp8A8R7mVlffma6nCIh4%2Bt4r6A1yX4Lk2y1kbY3Q0gQasnWUJFYVDVE%2F7KlR5kXLaYa7FuOuuALDrwrh%2FFQEYDfUfAsv9BFV9610SJPcCaZBlCejcm8idBp%2FyYvCeB5PhHC9MLWX72RF810tEA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20201020T155612Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY54ZILN5I%2F20201020%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=d483a72b454197dca80b82ec94ec03216a60f90a01af20c02d087d482bbf99c2&hash=12d7c732b91f8c09c310a84b6b9a142580f744f4ee90626c22374f4b560a9743&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1877050920317774&tid=spdf-7e0c805f-de17-4407-9a86-f48c61dc1091&sid=90db231938d8714b74898dd1fde5fbde2690gxrqb&type=client;1;;1;;1;;0;deployed from the cloud;
Google Scholar;Little, Eric;2014;BOOK: Next-Generation Analyst II;Utilizing semantic Wiki technology for intelligence analysis at the tactical edge;Edge, Intelligence;https://sci-hub.st/10.1117/12.2053564;1;;1;;0;No conclusion, no relevant keywords found;;;
Google Scholar;Little, E et al.;2014;BOOK: 17th International Conference on Information Fusion (FUSION);Enabling portable cloud-based semantics for fusing intelligence analysis at the tactical edge;Edge, Intelligence;https://www.researchgate.net/profile/Eric_Little2/publication/272180480_Enabling_Portable_Cloud-based_Semantics_for_Fusing_Intelligence_Analysis_at_the_Tactical_Edge/links/54de65bb0cf2966637867613.pdf;1;;1;;0;cloud architectures;;;
Google Scholar;Rahman, MS et al.;2020;Engineering Applications of Artificial Intelligence;Towards privacy preserving AI based composition framework in edge networks using fully homomorphic encryption;Edge, AI;https://sci-hub.st/10.1016/j.engappai.2020.103737;1;;1;;1;;1;;AI-based edge service composition model
Google Scholar;Kitanov, S et al.;2020;BOOK: Intelligent Mobile Service Computing;QoS for 5G Mobile Services Based on Intelligent Multi-access Edge Computing;Edge, Intelligent;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Barnawi, A et al.;2020;IEEE Access;Intelligent Search and Find System for Robotic Platform Based on Smart Edge Computing Service;Edge, Intelligent;https://sci-hub.st/10.1109/access.2020.2993727;1;;1;;0;Mainly robotics;;;
Google Scholar;Theodorou, V et al.;2019;BOOK: 2019 IEEE/ACM Joint 4th International Workshop on Rapid Continuous Software Engineering and 1st International Workshop on Data-Driven Decisions, Experimentation and Evolution (RCoSE/DDrEE);GLT: Edge gateway ELT for data-driven intelligence placement;Edge, Intelligence;https://sci-hub.st/10.1109/rcose/ddree.2019.00013;1;;1;;1;;0;IoT Prototype Architecture includes task offloading to cloud for analytical tasks;
Google Scholar;Zou, Z et al.;2019;BOOK: 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS);Edge and fog computing enabled AI for IoT-an overview;Edge, AI;https://tiers.utu.fi/static/papers/Zhuo2019AICAS.pdf;1;;1;;1;;0;edge-to-cloud network;
Google Scholar;Calegari, R et al ;2019;BOOK: International Conference on Internet and Distributed Computing Systems;Engineering Micro-intelligence at the Edge of CPCS: Design Guidelines;Intelligence, at the edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Verhelst, M et al.;2020;BOOK: NANO-CHIPS 2030;Machine Learning at the Edge;Edge, Machine Learning;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar; et al.محمد;2019;مجلة الجمعیة المصریة لنظم المعلومات وتکنولوجیا الحاسبات;Machine Learning in 2019 Getting it Right from the Cloud to the Edge;Edge, Machine Learning;https://journals.ekb.eg/article_116480_1ef468ca4d138904980f92168f0e3429.pdf;0;NOT ENGLISH;;;;;;;
Google Scholar;Park, J et al.;2018;Preprint: arXiv preprint arXiv:1812.02858;Wireless network intelligence at the edge;Intelligence, at the edge;https://arxiv.org/pdf/1812.02858;1;;1;;1;;1;;key building blocks
Google Scholar;Park, J et al.;2019;Proceedings of the IEEE;Wireless network intelligence at the edge;Intelligence, at the edge;https://sci-hub.st/10.1109/jproc.2019.2941458;1;;0;292;;;;;
Google Scholar;Hua, S et al.;2019;BOOK: 2019 IEEE Globecom Workshops (GC Wkshps);Reconfigurable intelligent surface for green edge inference in machine learning;Edge, Intelligent, Machine Learning;https://arxiv.org/pdf/1912.00820.pdf;1;;1;;1;;0;only energy-efficient edge inference not training;
Google Scholar;Huh, JH et al.;2019;IEEE Access;Understanding Edge Computing: Engineering Evolution with Artificial Intelligence;Edge, Artificial Intelligence;https://ieeexplore.ieee.org/iel7/6287639/8600701/08861030.pdf;1;;1;;0;Edge computing evolution;;;
Google Scholar;Alsmirat, M et al.;2020;Simulation Modelling Practice and Theory;Intelligent optimization for automated video surveillance at the edge: A cross-layer approach;Edge, Intelligence;https://sci-hub.st/10.1016/j.simpat.2020.102171;1;;1;;0;Not relevant;;;
Google Scholar;Pandit, MK et al.;2017;CSI Communications;Machine learning at the edge of internet of things;Edge, Machine Learning;https://www.researchgate.net/profile/Mohammad_Khalid_Pandit/publication/342436388_Machine_learning_at_the_Edge_of_Internet_of_Things/links/5ef42389299bf15a2ea08f8c/Machine-learning-at-the-Edge-of-Internet-of-Things.pdf;1;;1;;1;;1;;distributing the deep neural networks
Google Scholar;Brennan, Robert L;2019;BOOK: 2019 IEEE 62nd International Midwest Symposium on Circuits and Systems (MWSCAS);AI, IoT hardware and Algorithmic Considerations for Hearing aid and Extreme Edge Applications;Edge, AI;https://sci-hub.st/10.1109/mwscas.2019.8884886;1;;1;;1;;1;; Algorithmic Considerations for edge ml
Google Scholar;Fournaris, AP et al.;2019;IEEE Design \& Test;Introducing Hardware-Based Intelligence and Reconfigurability on Industrial IoT Edge Nodes;Edge, Intelligence;https://sci-hub.st/10.1109/mdat.2019.2908547;1;;1;;0;IIoT platform hosted in cloud;;;
Google Scholar;Li, GB et al.;2018;DEStech Transactions on Computer Science and Engineering;Intelligent Design of Belt Edge Damage Online Detection and Positioning System for Conveyors;Edge, Intelligent;http://www.dpi-proceedings.com/index.php/dtcse/article/download/28579/27680;1;;1;;0;"Belt ""edge"" damage";;;
Google Scholar;Dai, W et al. ;2019;IEEE Industrial Electronics Magazine;Industrial edge computing: Enabling embedded intelligence;Edge, Intelligence;https://www.researchgate.net/profile/Valeriy_Vyatkin/publication/338162822_Industrial_Edge_Computing_Enabling_Embedded_Intelligence/links/5e09ae10a6fdcc28374868cb/Industrial-Edge-Computing-Enabling-Embedded-Intelligence.pdf;1;;1;;1;;0;mainly edge computing;
Google Scholar;Pace, P et al;2019;IEEE Wireless Communications;Intelligence at the edge of complex networks: The case of cognitive transmission power control;Edge, Intelligence;https://www.napier.ac.uk/~/media/worktribe/output-2006263/intelligence-at-the-edge-of-complex-networks-the-case-of-cognitive-transmission-power-1.pdf;1;;1;;0;Not relevant;;;
Google Scholar;Metwaly, A et al.;2019;BOOK: Proceedings of the INTelligent Embedded Systems Architectures and Applications Workshop 2019;Edge computing with embedded ai: Thermal image analysis for occupancy estimation in intelligent buildings;Edge, AI;https://tiers.utu.fi/static/papers/metwaly2019thermal.pdf;1;;1;;0;Classification task not edge intelligence topic;;;
Google Scholar;Wang, X et al.;2020;BOOK: Edge AI;Edge Computing for Artificial Intelligence;Edge, Artificial Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Richins, D et al.;2020;BOOK: 2020 IEEE International Symposium on High Performance Computer Architecture (HPCA);Missing the Forest for the Trees: End-to-End AI Application Performance in Edge Data Centers;Edge AI;https://edge.seas.harvard.edu/files/edge/files/ai-tax.pdf;1;;1;;1;;0;performance of edge data centres;
Google Scholar;Civerchia, F et al.;2020;BOOK: Optical Fiber Communication Conference;Remote Control of a Robot Rover Combining 5G, AI, and GPU Image Processing at the Edge;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Bellavista, P et al.;2019;BOOK: 2019 IEEE Symposium on Computers and Communications (ISCC);A Support Infrastructure for Machine Learning at the Edge in Smart City Surveillance;Machine Learning, at the Edge;https://sci-hub.st/10.1109/iscc47284.2019.8969779;1;;1;;1;;0;Proposed architecture includes learning on cloud;
Google Scholar;Carvalho, G et al. ;2020;Engineering Applications of Artificial Intelligence;Computation offloading in Edge Computing environments using Artificial Intelligence techniques;Edge, Artificial Intelligence;https://sci-hub.do/10.1016/j.engappai.2020.103840;1;;1;;0;offloading strategies;;;
Google Scholar;Queralta, JP et al.;2020;Preprint: arXiv preprint arXiv:2005.03409;AutoSOS: Towards Multi-UAV Systems Supporting Maritime Search and Rescue with Lightweight AI and Edge Computing;Edge, AI;https://arxiv.org/pdf/2005.03409;1;;1;;1;;1;;"distributed coordination algorithms; application maritime"
Google Scholar;Huang, B et al.;2020;Preprint: arXiv preprint arXiv:2005.06885;Enabling Edge Cloud Intelligence for Activity Learning in Smart Home;Edge, Intelligence;https://arxiv.org/ftp/arxiv/papers/2005/2005.06885.pdf;1;;1;;1;;0;Cloud utilized for further processing;
Google Scholar;Ray, PP et al.;2020;National Academy Science Letters;Intelligent Internet of Things Enabled Edge System for Smart Healthcare;Edge, Intelligent;https://sci-hub.do/10.1007/s40009-020-01003-0;1;;1;;1;;0;architecture dependent on CloudSIm engine ;
Google Scholar;Sim, Kwang Mong;2020;IEEE Transactions on Services Computing;Intelligent Resource Management in Intercloud, Fog, and Edge: Tutorial and New Directions;Edge, Intelligent;https://sci-hub.do/10.1109/tsc.2020.2975168;1;;1;;0;Main topic: cloud intelligence;;;
Google Scholar;Chen, S et al.;2019;Sensors;Radio frequency fingerprint-based intelligent mobile edge computing for internet of things authentication;Edge, Intelligent;https://www.mdpi.com/1424-8220/19/16/3610/pdf;1;;1;;1;;0;ml on cloud;
Google Scholar;Yang, HH et al.;2020;ZTE Communications;Enabling Intelligence at Network Edge Network Edge: An Overview of Federated Learning;Edge, Intelligence, Learning;http://tech-en.zte.com.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=625;1;;1;;1;;1;;model compression in the federated learning system, algorithmic design
Google Scholar;Wang, T et al.;2019;ACM Transactions on Intelligent Systems and Technology (TIST);Crowdsourcing mechanism for trust evaluation in CPCS based on intelligent mobile edge computing;Edge, Intelligent;https://sci-hub.do/10.1145/3324926;1;;1;;0;Not relevant, mainly mobile edge computing architecture;;;
Google Scholar;Wang, X et al.;2020;BOOK: Edge AI;Artificial Intelligence Applications on Edge;Edge, Artificial Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Gong, C et al;2020;IEEE Internet of Things Journal;Intelligent Cooperative Edge Computing in the Internet of Things;Edge, Intelligent;https://sci-hub.do/10.1109/jiot.2020.2986015;1;;1;;1;;1;;ICE computing
Google Scholar;Yang, Y et al.;2018;BOOK: International Conference on Algorithms and Architectures for Parallel Processing;POWER: A Parallel-Optimization-Based Framework Towards Edge Intelligent Image Recognition and a Case Study;Edge, Intelligent;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Wang, X et al.;2020;BOOK: Edge AI;Artificial Intelligence Inference in Edge;Edge, Artificial Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Yang, J et al.;2020;Future Generation Computer Systems;AI-enabled emotion-aware robot: The fusion of smart clothing, edge clouds and robotics;Edge;https://sci-hub.do/10.1016/j.future.2019.09.029;1;;1;;0;does not fit cirteria;;;
Google Scholar;Chen, Xiang;2020;Computer Communications;A security integration model for private data of intelligent mobile communication based on edge computing;Edge, Intelligent;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Hao, C et al.;2020;BOOK: Proceedings of the 2020 on Great Lakes Symposium on VLSI;Effective Algorithm-Accelerator Co-design for AI Solutions on Edge Devices;Edge, AI;https://arxiv.org/pdf/2010.07185.pdf;1;;1;;1;;1;;co-design approaches
Google Scholar;Zhu, Z et al.;2020;Journal of Cloud Computing;Highly secure edge-intelligent electric motorcycle management system for elevators;Edge, Intelligent;https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-020-00187-6;1;;1;;0;edge computing and cc comparison;;;
Google Scholar;King, Katie;2019;BOOK: Using Artificial Intelligence in Marketing: How to Harness AI and Maintain the competetive edge;Using Artificial Intelligence in Marketing: How to harness AI and maintain the competitive edge;Edge, AI, Artificial Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Karanika, A et al.;2020;BOOK: International Cross-Domain Conference for Machine Learning and Knowledge Extraction;An Ensemble Interpretable Machine Learning Scheme for Securing Data Quality at the Edge;Edge, Machine Learning;https://eprints.gla.ac.uk/217838/8/217838.pdf;1;;1;;0;ensemble ai;;;
Google Scholar;Onizawa, N et al.;2019;BOOK: 2019 26th IEEE International Conference on Electronics, Circuits and Systems (ICECS);Stochastic-Computing Based Brainwave LSI Towards an Intelligence Edge;Edge, Intelligence;https://sci-hub.do/10.1109/icecs46596.2019.8964739;1;;1;;0;stochastic computing;;;
Google Scholar;Gómez-Carmona, O et al.;2020;Future Generation Computer Systems;Exploring the computational cost of machine learning at the edge for human-centric Internet of Things;Edge, Machine Learning;https://sci-hub.do/10.1016/j.future.2020.06.013;1;;1;;0;Journal pre proof;;;
Google Scholar;Saini, R et al.;2019;Journal of Applied Remote Sensing;Analyzing the impact of red-edge band on land use land cover classification using multispectral RapidEye imagery and machine learning techniques;Edge, Machine Learning;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Zhang, L et al.;2019;BOOK: 2019 IEEE Global Communications Conference (GLOBECOM);Edge-to-Edge Cooperative Artificial Intelligence in Smart Cities with On-Demand Learning Offloading;Edge, Artificial Intelligence;https://sci-hub.do/10.1109/globecom38437.2019.9013878;1;;1;;1;;0;cloud-edge cooperation;
Google Scholar;Asim, M et al.;2020;IEEE Transactions on Emerging Topics in Computational Intelligence;A Review on Computational Intelligence Techniques in Cloud and Edge Computing;Edge, Intelligence;https://sci-hub.do/10.1109/tetci.2020.3007905;1;;1;;1;;0;CC and EC;
Google Scholar;Guleng, S et al.;2020;IEEE Access;Edge-Based V2X Communications With Big Data Intelligence;Edge, Intelligence;https://sci-hub.do/10.1109/access.2020.2964707;1;;1;;1;;1;;V2V application
Google Scholar;Zhang, J et al.;2020;IEEE Transactions on Industrial Informatics;Industrial Pervasive Edge Computing-based Intelligence IoT for Surveillance Saliency Detection;Edge, Intelligence;https://sci-hub.do/10.1109/tii.2020.3007792;1;;1;;0;not relevant;;;
Google Scholar;Zhang, T et al.;2020;IEEE Transactions on Industrial Informatics;Cooperative Jamming Secure Scheme for IWNs Random Mobile Users Aided by Edge Computing Intelligent Node Selection;Edge, Intelligent;https://sci-hub.do/10.1109/tii.2020.3017767;1;;1;;0;node selection;;;
Google Scholar;Sun, La et al.;2020;IEEE Access;Edge-Cloud Computing and Artificial Intelligence in Internet of Medical Things: Architecture, Technology and Application;Edge, Artificial Intelligence;https://sci-hub.do/10.1109/access.2020.2997831;1;;1;;0;cc and ec;;;
Web of Science;Mukherjee, M et al.;2020;IEEE Communications Magazine;Intelligent Edge Computing: Security and Privacy Challenges;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Web of Science;Baenke, J et al.;2020;IEEE Communications Magazine;Intelligent Edge Computing: Security and Privacy Challenges;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Web of Science;Pan, JM et al.;2020;IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS;A Wireless Multi-Channel Capacitive Sensor System for Efficient Glove-Based Gesture Recognition With AI at the Edge;AI at the Edge;https://sci-hub.do/10.1109/tcsii.2020.3010318;1;;0;164;;;;;
Web of Science;Uddin, MZ et al.;2020;ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE ;Emotion recognition using speech and neural structured learning to facilitate edge intelligence;Edge Intelligence;https://sci-hub.do/10.1016/j.engappai.2020.103775;1;;0;78;;;;;
Web of Science;Qureshi, KN et al.;2020;ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE  ;Trust management and evaluation for edge intelligence in the Internet of Things;Edge Intelligence;https://sci-hub.do/10.1016/j.engappai.2020.103756;1;;0;72;;;;;
Web of Science;Wang, L et al.;2020;IEEE Wireless Communications;EDGE INTELLIGENCE FOR MISSION COGNITIVE WIRELESS EMERGENCY NETWORKS;Edge Intelligence;https://sci-hub.do/10.1109/mwc.001.1900418;1;;0;102;;;;;
Web of Science;Liu, YQ et al.;2020;IEEE INTERNET OF THINGS JOURNAL;Toward Edge Intelligence: Multiaccess Edge Computing for 5G and Internet of Things;Edge Intelligence;https://www.researchgate.net/profile/Yaqiong_Liu/publication/342402668_Towards_Edge_Intelligence_Multi-Access_Edge_Computing_for_5G_and_Internet_of_Things/links/5ef44f184585153fb1b3ba32/Towards-Edge-Intelligence-Multi-Access-Edge-Computing-for-5G-and-Internet-of-Things.pdf;1;;0;77;;;;;
Web of Science;Deng, SG et al.;2020;IEEE INTERNET OF THINGS JOURNAL;Edge Intelligence: The Confluence of Edge Computing and Artificial Intelligence;Edge Intelligence;https://sci-hub.do/10.1109/jiot.2020.2984887;1;;0;13;;;;;
Web of Science;Yang, B et al;2020;IEEE WIRELESS COMMUNICATIONS LETTERS;Lessons Learned From Accident of Autonomous Vehicle Testing: An Edge Learning-Aided Offloading Framework;Edge Learning;https://sci-hub.do/10.1109/lwc.2020.2984620;1;;1;;0;offloading framework;;;
Web of Science;Enokido, T et al.;2020;FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE;Special Issue: Intelligent Edge, Fog and Internet of Things (IoT)-based Services;Intelligent Edge;https://sci-hub.do/10.1016/j.future.2020.03.041;0;PREFACE;;;;;;;
Web of Science;Xu, SJ et al.;2020;IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING;Data-Driven Edge Intelligence for Robust Network Anomaly Detection;Edge Intelligence;https://sci-hub.do/10.1109/tnse.2019.2936466;1;;0;34;;;;;
Web of Science;Xu, SJ et al.;2020;IEEE Network;Edge Intelligence Assisted Gateway Defense in Cyber Security;Edge Intelligence;https://sci-hub.do/10.1109/mnet.011.1900407;1;;0;51;;;;;
Web of Science;Mills, J et al.;2020;IEEE INTERNET OF THINGS JOURNAL;Communication-Efficient Federated Learning for Wireless Edge Intelligence in IoT;Edge Intelligence;https://sci-hub.do/10.1109/jiot.2019.2956615;1;;0;25;;;;;
Web of Science;Zhang, YW et al.;2020;ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE;Distributed gas concentration prediction with intelligent edge devices in coal mine;Intelligent Edge;https://sci-hub.do/10.1016/j.engappai.2020.103643;1;;0;75;;;;;
Web of Science;Gamanayake, C et al.;2020;IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING;Cluster Pruning: An Efficient Filter Pruning Method for Edge AI Vision Applications;Edge AI;https://sci-hub.do/10.1109/jstsp.2020.2971418;1;;0;108;;;;;
Web of Science;Wang, T et al.;2020;IEEE NETWORK;An Intelligent Edge-Computing-Based Method to Counter Coupling Problems in Cyber-Physical Systems;Intelligent Edge;https://sci-hub.do/10.1109/mnet.011.1900251;1;;0;104;;;;;
Web of Science;Merenda, M et al.;2020;SENSORS;Edge Machine Learning for AI-Enabled IoT Devices: A Review;Edge Machine Learning;https://sci-hub.do/10.3390/s20092533;1;;0;94;;;;;
Web of Science;Tang, H et al.;2020;IEEE INTERNET OF THINGS JOURNAL;A Reconfigurable Method for Intelligent Manufacturing Based on Industrial Cloud and Edge Intelligence;Edge Intelligence;https://sci-hub.do/10.1109/jiot.2019.2950048;1;;0;52;;;;;
Web of Science;Hung, JM et al.;2020;IEEE TRANSACTIONS ON ELECTRON DEVICES;Challenges and Trends in Developing Nonvolatile Memory-Enabled Computing Chips for Intelligent Edge Devices;Intelligent Edge;https://sci-hub.do/10.1109/ted.2020.2976115;1;;0;112;;;;;
Web of Science;Liu, LN et al.;2020;JOURNAL OF NETWORK AND COMPUTER APPLICATIONS;Large-volume data dissemination for cellular-assisted automated driving with edge intelligence;Edge Intelligence;https://sci-hub.do/10.1016/j.jnca.2020.102535;1;;0;96;;;;;
Web of Science;Xia, WC et al.;2020;IEEE VEHICULAR TECHNOLOGY MAGAZINE;Mobile Edge Cloud-Based Industrial Internet of Things: Improving Edge Intelligence With Hierarchical SDN Controllers;Edge Intelligence;https://sci-hub.do/10.1109/mvt.2019.2952674;1;;0;125;;;;;
Web of Science;Al-Rakhami, M et al.;2020;WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS;A lightweight and cost effective edge intelligence architecture based on containerization technology;Edge Intelligence;https://sci-hub.do/10.1007/s11280-019-00692-y;1;;0;91;;;;;
Web of Science;Alonso, RS et al.;2020;AD HOC NETWORKS;An intelligent Edge-IoT platform for monitoring livestock and crops in a dairy farming scenario;Intelligent Edge;https://sci-hub.do/10.1016/j.adhoc.2019.102047;1;;0;32;;;;;
Web of Science;Romaszkan, W et al. ;2020;ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS;3PXNet: Pruned-Permuted-Packed XNOR Networks for Edge Machine Learning;Edge Machine Learning;https://dl.acm.org/doi/pdf/10.1145/3371157;1;;0;111;;;;;
Web of Science;Muhammad, K et al.;2020;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;Edge Intelligence-Assisted Smoke Detection in Foggy Surveillance Environments;Edge Intelligence;https://sci-hub.do/10.1109/tii.2019.2915592;1;;0;20;;;;;
Web of Science;Yu, S et al.;2020;IEEE WIRELESS COMMUNICATIONS;Intelligent Edge: Leveraging Deep Imitation Learning for Mobile Edge Computation Offloading;Intelligent Edge;https://sci-hub.do/10.1109/mwc.001.1900232;1;;0;42;;;;;
Web of Science;Fang, DW et al.;2020;COMPUTER COMMUNICATIONS;Edge intelligence based Economic Dispatch for Virtual Power Plant in 5G Internet of Energy;Edge Intelligence;https://sci-hub.do/10.1016/j.comcom.2019.12.021;1;;0;80;;;;;
Web of Science;Zhang, J et al.;2020;PROCEEDINGS OF THE IEEE;Mobile Edge Intelligence and Computing for the Internet of Vehicles;Edge Intelligence;https://sci-hub.do/10.1109/jproc.2019.2947490;1;;0;11;;;;;
Web of Science;Du, YQ et al.;2020;IEEE TRANSACTIONS ON SIGNAL PROCESSING;High-Dimensional Stochastic Gradient Quantization for Communication-Efficient Edge Learning;Edge Learning;https://arxiv.org/pdf/1910.03865.pdf;1;;1;;0;No conclusion;;;
Web of Science;Mazzia, V et al.;2020;IEEE ACCESS;Real-Time Apple Detection System Using Embedded Systems With Hardware Accelerators: An Edge AI Application;Edge AI;https://sci-hub.do/10.1109/access.2020.2964608;1;;0;56;;;;;
Web of Science;Zhu, GX et al.;2020;IEEE COMMUNICATIONS MAGAZINE;Toward an Intelligent Edge: Wireless Communication Meets Machine Learning;Intelligent Edge;https://sci-hub.do/10.1109/mcom.001.1900103;1;;0;6;;;;;
Web of Science;Li, E et al.;2020;IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS;Edge AI: On-Demand Accelerating Deep Neural Network Inference via Edge Computing;Edge AI;https://sci-hub.do/10.1109/twc.2019.2946140;1;;0;7;;;;;
Web of Science;Zhu, GX et al.;2020;IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS;Broadband Analog Aggregation for Low-Latency Federated Edge Learning;Edge Learning;https://sci-hub.do/10.1109/twc.2019.2946245;1;;1;;1;;1;;Federated edge learning from wirelessly distributed data
Web of Science;Tariq, UU et al.;2019;ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY;Energy-efficient Static Task Scheduling on VFI-based NoC-HMPSoCs for Intelligent Edge Devices in Cyber-physical Systems;Intelligent Edge;https://sci-hub.do/10.1145/3336121;1;;0;49;;;;;
Web of Science;Fang, WC et al.;2019;IEEE JOURNAL ON EMERGING AND SELECTED TOPICS IN CIRCUITS AND SYSTEMS;Development and Validation of an EEG-Based Real-Time Emotion Recognition System Using Edge AI Computing Platform With Convolutional Neural Network System-on-Chip Design;Edge AI;https://sci-hub.do/10.1109/jetcas.2019.2951232;1;;0;209;;;;;
Web of Science;Lin, X et al.;2019;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;Making Knowledge Tradable in Edge-AI Enabled IoT: A Consortium Blockchain-Based Efficient and Incentive Approach;Edge AI;https://sci-hub.do/10.1109/tii.2019.2917307;1;;0;12;;;;;
Web of Science;Al-Rakhami, M et al.;2020;WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS;A lightweight and cost effective edge intelligence architecture based on containerization technology;Edge Intelligence;https://sci-hub.do/10.1007/S11280-019-00692-Y;1;;0;91;;;;;
Web of Science;Li, GL et al.;2019;IEEE NETWORK;EdgeLaaS: Edge Learning as a Service for Knowledge-Centric Connected Healthcare;Edge Learning;https://sci-hub.do/10.1109/mnet.001.1900019;1;;1;;1;;1;;knowledge-centric connected healthcare
Web of Science;Wang, XF et al.;2019;IEEE NETWORK;In-Edge AI: Intelligentizing Mobile Edge Computing, Caching and Communication by Federated Learning;Edge AI;https://sci-hub.do/10.1109/mnet.2019.1800286;1;;0;3;;;;;
